616.077,0.0
924.1155,0.0
1540.1925,0.0
1848.231,0.0
2772.3465,0.0
3080.385,0.0
3388.4235,0.0
4312.539,0.0
4620.5775,0.0
5544.693,0.0
6468.8085,0.0
308.0385,308.0385
1848.231,308.0385
2156.2695,308.0385
2464.308,308.0385
3080.385,308.0385
3388.4235,308.0385
4928.616,308.0385
5236.6545,308.0385
5544.693,308.0385
308.0385,616.077
616.077,616.077
1848.231,616.077
3080.385,616.077
3696.462,616.077
4004.5005,616.077
4312.539,616.077
4620.5775,616.077
4928.616,616.077
5236.6545,616.077
5544.693,616.077
6468.8085,616.077
616.077,924.1155
1232.154,924.1155
1540.1925,924.1155
2464.308,924.1155
3080.385,924.1155
4004.5005,924.1155
4312.539,924.1155
4620.5775,924.1155
5236.6545,924.1155
5852.7315,924.1155
6468.8085,924.1155
1232.154,1232.154
2156.2695,1232.154
2464.308,1232.154
2772.3465,1232.154
4312.539,1232.154
4928.616,1232.154
5236.6545,1232.154
5544.693,1232.154
5852.7315,1232.154
6160.77,1232.154
0.0,1540.1925
1232.154,1540.1925
1540.1925,1540.1925
1848.231,1540.1925
2156.2695,1540.1925
3080.385,1540.1925
3388.4235,1540.1925
4928.616,1540.1925
5544.693,1540.1925
308.0385,1848.231
924.1155,1848.231
1848.231,1848.231
2772.3465,1848.231
3080.385,1848.231
3388.4235,1848.231
3696.462,1848.231
4620.5775,1848.231
4928.616,1848.231
5236.6545,1848.231
5544.693,1848.231
5852.7315,1848.231
6160.77,1848.231
1540.1925,2156.2695
1848.231,2156.2695
3080.385,2156.2695
3696.462,2156.2695
4004.5005,2156.2695
4928.616,2156.2695
0.0,2464.308
308.0385,2464.308
924.1155,2464.308
1848.231,2464.308
2464.308,2464.308
3080.385,2464.308
3388.4235,2464.308
4004.5005,2464.308
4928.616,2464.308
6160.77,2464.308
6468.8085,2464.308
0.0,2772.3465
308.0385,2772.3465
616.077,2772.3465
1540.1925,2772.3465
2156.2695,2772.3465
2464.308,2772.3465
3080.385,2772.3465
3388.4235,2772.3465
3696.462,2772.3465
4312.539,2772.3465
4928.616,2772.3465
5544.693,2772.3465
6468.8085,2772.3465
308.0385,3080.385
616.077,3080.385
1232.154,3080.385
2156.2695,3080.385
2772.3465,3080.385
4004.5005,3080.385
4928.616,3080.385
5544.693,3080.385
6468.8085,3080.385
616.077,3388.4235
1540.1925,3388.4235
1848.231,3388.4235
3080.385,3388.4235
3388.4235,3388.4235
4004.5005,3388.4235
4928.616,3388.4235
0.0,3696.462
924.1155,3696.462
1232.154,3696.462
1540.1925,3696.462
1848.231,3696.462
2156.2695,3696.462
2464.308,3696.462
3080.385,3696.462
3696.462,3696.462
4004.5005,3696.462
4312.539,3696.462
4620.5775,3696.462
4928.616,3696.462
5236.6545,3696.462
6468.8085,3696.462
0.0,4004.5005
308.0385,4004.5005
616.077,4004.5005
1540.1925,4004.5005
1848.231,4004.5005
2156.2695,4004.5005
3388.4235,4004.5005
3696.462,4004.5005
4928.616,4004.5005
308.0385,4312.539
616.077,4312.539
924.1155,4312.539
1232.154,4312.539
1848.231,4312.539
2156.2695,4312.539
3388.4235,4312.539
3696.462,4312.539
5236.6545,4312.539
6468.8085,4312.539
1232.154,4620.5775
1848.231,4620.5775
3388.4235,4620.5775
4004.5005,4620.5775
5852.7315,4620.5775
6468.8085,4620.5775
924.1155,4928.616
1232.154,4928.616
1848.231,4928.616
2156.2695,4928.616
3388.4235,4928.616
4004.5005,4928.616
4312.539,4928.616
4928.616,4928.616
5236.6545,4928.616
6160.77,4928.616
